word,pos_tf,bdc,pos_tf_bdc
演绎,6.67,0.55,3.67
修长,6.67,0.55,3.67
羡慕,6.67,0.55,3.67
温馨,6.67,0.55,3.67
神奇,6.67,0.55,3.67
拿下,6.67,0.55,3.67
扩展,6.67,0.55,3.67
冲压,6.67,0.55,3.67
车厢,6.67,0.55,3.67
超越,19.04,0.19,3.66
地方,37.14,0.1,3.65
这款,32.37,0.11,3.64
噪音,9.52,0.38,3.63
动力系统,9.52,0.38,3.63
真心,25.71,0.14,3.62
伙伴,11.43,0.32,3.61
调校,20.95,0.17,3.59
令,17.14,0.21,3.57
纵横,5.71,0.62,3.56
准确,5.71,0.62,3.56
遮阳,5.71,0.62,3.56
圆润,14.28,0.25,3.56
有目共睹,5.71,0.62,3.56
扫,5.71,0.62,3.56
三区,5.71,0.62,3.56
赛场,5.71,0.62,3.56
起码,5.71,0.62,3.56
美学,5.71,0.62,3.56
方正,5.71,0.62,3.56
大白,5.71,0.62,3.56
材料,16.19,0.22,3.56
不仅如此,5.71,0.62,3.56
扁平,5.71,0.62,3.56
正式,10.47,0.34,3.55
排放,11.43,0.31,3.55
价值,9.52,0.37,3.55
认识,8.57,0.41,3.54
掀背,7.62,0.46,3.53
顺畅,12.38,0.28,3.51
门,10.47,0.33,3.51
富有,13.33,0.26,3.51
高速,56.18,0.06,3.5
正常,15.24,0.23,3.48
调整,24.76,0.14,3.48
偏,13.33,0.26,3.48
大灯,75.22,0.05,3.48
家族化,8.57,0.4,3.47
后视镜,28.57,0.12,3.46
另外,43.8,0.08,3.45
更好,32.37,0.11,3.45
中网,6.67,0.51,3.43
用心,10.47,0.33,3.43
一流,6.67,0.51,3.43
新能源,17.14,0.2,3.43
他,87.6,0.04,3.43
数据,34.28,0.1,3.43
扶手箱,6.67,0.51,3.43
发挥,6.67,0.51,3.43
档位,6.67,0.51,3.43
这车,38.09,0.09,3.4
心中,8.57,0.4,3.4
高级,8.57,0.4,3.4
具,7.62,0.45,3.39
制造,19.04,0.18,3.38
使用,78.08,0.04,3.37
具备,15.24,0.22,3.37
成功,27.61,0.12,3.37
一段时间,8.57,0.39,3.35
出来,30.47,0.11,3.33
长宽,8.57,0.39,3.31
展示,8.57,0.39,3.31
乐趣,19.04,0.17,3.31
前后排,9.52,0.35,3.3
哪个,7.62,0.43,3.29
父母,7.62,0.43,3.28
诚意,13.33,0.25,3.28
也好,8.57,0.38,3.27
形成,8.57,0.38,3.27
双,47.61,0.07,3.27
搭,8.57,0.38,3.27
手感,11.43,0.29,3.26
进步,11.43,0.29,3.26
准备,18.09,0.18,3.25
存在,6.67,0.49,3.25
车尾,21.9,0.15,3.25
组合,18.09,0.18,3.24
售价,27.61,0.12,3.24
足,5.71,0.56,3.23
棕,5.71,0.56,3.23
砖叔,5.71,0.56,3.23
注入,5.71,0.56,3.23
涨,5.71,0.56,3.23
预期,6.67,0.48,3.23
与众不同,5.71,0.56,3.23
信仰,6.67,0.48,3.23
新颖,5.71,0.56,3.23
体重,5.71,0.56,3.23
水晶,5.71,0.56,3.23
全球,48.56,0.07,3.23
派,5.71,0.56,3.23
口味,5.71,0.56,3.23
看中,15.24,0.21,3.23
看越,5.71,0.56,3.23
匠心,5.71,0.56,3.23
回归,5.71,0.56,3.23
果然,5.71,0.56,3.23
当下,6.67,0.48,3.23
创行,6.67,0.48,3.23
处于,15.24,0.21,3.23
便是,6.67,0.48,3.23
爆款,6.67,0.48,3.23
老,31.42,0.1,3.22
工厂,18.09,0.18,3.2
车灯,23.8,0.13,3.2
标配,27.61,0.12,3.2
毕竟,42.85,0.07,3.2
中控台,27.61,0.12,3.19
延续,25.71,0.12,3.19
视野,20,0.16,3.19
增,7.62,0.42,3.18
调教,7.62,0.42,3.18
档次,24.76,0.13,3.18
处,25.71,0.12,3.18
吧,103.79,0.03,3.18
棕色,4.76,0.67,3.17
自行车队,4.76,0.67,3.17
追捧,4.76,0.67,3.17
在我看来,4.76,0.67,3.17
游玩,4.76,0.67,3.17
颜,4.76,0.67,3.17
选用,4.76,0.67,3.17
些许,4.76,0.67,3.17
小型车,8.57,0.37,3.17
忘记,4.76,0.67,3.17
外出,4.76,0.67,3.17
挑剔,4.76,0.67,3.17
树立,4.76,0.67,3.17
属性,4.76,0.67,3.17
熟知,4.76,0.67,3.17
十佳,4.76,0.67,3.17
声浪,4.76,0.67,3.17
人体,4.76,0.67,3.17
迷人,4.76,0.67,3.17
盲点,4.76,0.67,3.17
帘,4.76,0.67,3.17
开口,4.76,0.67,3.17
晶,4.76,0.67,3.17
肩部,4.76,0.67,3.17
家用轿车,4.76,0.67,3.17
加速度,4.76,0.67,3.17
高位,4.76,0.67,3.17
粉尘,4.76,0.67,3.17
多元化,4.76,0.67,3.17
灯组,4.76,0.67,3.17
侧身,4.76,0.67,3.17
不赖,4.76,0.67,3.17
不光,4.76,0.67,3.17
并不多,4.76,0.67,3.17
被誉为,4.76,0.67,3.17
Clean,4.76,0.67,3.17
占,8.57,0.37,3.16
提高,24.76,0.13,3.16
影响,13.33,0.24,3.14
声音,5.71,0.55,3.14
车辆,77.13,0.04,3.13
做到,16.19,0.19,3.11
适应,16.19,0.19,3.11
轿车市场,7.62,0.41,3.11
的确,15.24,0.2,3.11
不得不,20,0.16,3.11
陪,6.67,0.46,3.07
类型,6.67,0.46,3.07
夜间,10.47,0.29,3.05
不能,32.37,0.09,3.05
辨识,10.47,0.29,3.05
值,7.62,0.4,3.04
车迷,7.62,0.4,3.04
且,26.66,0.11,3.03
力,59.04,0.05,3.03
来自,18.09,0.17,3.03
看着,27.61,0.11,3.02
上看,12.38,0.24,2.99
测试,36.18,0.08,2.99
维修,7.62,0.39,2.98
日间,18.09,0.16,2.98
诱惑,5.71,0.52,2.97
休息,5.71,0.52,2.97
头枕,5.71,0.52,2.97
上涨,5.71,0.52,2.97
清新,5.71,0.52,2.97
强悍,5.71,0.52,2.97
进化,5.71,0.52,2.97
奖,5.71,0.52,2.97
环,5.71,0.52,2.97
复杂,5.71,0.52,2.97
称之为,5.71,0.52,2.97
超出,5.71,0.52,2.97
常青树,5.71,0.52,2.97
整个,23.8,0.12,2.96
正是,16.19,0.18,2.95
引入,7.62,0.39,2.94
是从,6.67,0.44,2.94
设备,6.67,0.44,2.94
不到,11.43,0.26,2.94
达,23.8,0.12,2.93
加入,21.9,0.13,2.92
各,27.61,0.11,2.92
启动,22.85,0.13,2.91
买到,7.62,0.38,2.9
低,51.42,0.06,2.89
令人,16.19,0.18,2.88
从容,9.52,0.3,2.87
作风,2.86,1,2.86
最出色,2.86,1,2.86
组别,2.86,1,2.86
足矣,2.86,1,2.86
转转,2.86,1,2.86
转动,2.86,1,2.86
众人,2.86,1,2.86
置物,2.86,1,2.86
致力,2.86,1,2.86
制,3.81,0.75,2.86
之处,2.86,1,2.86
正脸,3.81,0.75,2.86
整装待发,3.81,0.75,2.86
折面,2.86,1,2.86
折服,3.81,0.75,2.86
账面,2.86,1,2.86
展露,2.86,1,2.86
斩获,2.86,1,2.86
啧啧,2.86,1,2.86
赞扬,2.86,1,2.86
赞不绝口,2.86,1,2.86
匀速,2.86,1,2.86
跃,3.81,0.75,2.86
源源不断,2.86,1,2.86
原汁原味,2.86,1,2.86
预,3.81,0.75,2.86
有口皆碑,2.86,1,2.86
游刃有余,2.86,1,2.86
犹如,2.86,1,2.86
引以为傲,2.86,1,2.86
音乐剧,2.86,1,2.86
眼神,3.81,0.75,2.86
迅猛,2.86,1,2.86
血液,2.86,1,2.86
雄鹰,2.86,1,2.86
性能参数,2.86,1,2.86
醒目,3.81,0.75,2.86
新出,3.81,0.75,2.86
销破,2.86,1,2.86
享誉,2.86,1,2.86
镶拼,2.86,1,2.86
限度,2.86,1,2.86
夏日,2.86,1,2.86
下看,2.86,1,2.86
吸能,3.81,0.75,2.86
无遗,2.86,1,2.86
沃特湖,2.86,1,2.86
稳步增长,2.86,1,2.86
玩法,2.86,1,2.86
完爆,3.81,0.75,2.86
妥妥,3.81,0.75,2.86
天衣无缝,2.86,1,2.86
特高,2.86,1,2.86
所得,2.86,1,2.86
所测,2.86,1,2.86
四大,3.81,0.75,2.86
水温,3.81,0.75,2.86
双脚,2.86,1,2.86
适宜,2.86,1,2.86
时尚化,2.86,1,2.86
十分满意,2.86,1,2.86
狮爪,2.86,1,2.86
深邃,2.86,1,2.86
设计者,2.86,1,2.86
少不了,2.86,1,2.86
认可度,3.81,0.75,2.86
惹眼,2.86,1,2.86
圈粉,2.86,1,2.86
清爽,2.86,1,2.86
倾心,2.86,1,2.86
倾侧,2.86,1,2.86
翘起,3.81,0.75,2.86
巧思,2.86,1,2.86
前提,3.81,0.75,2.86
前三甲,2.86,1,2.86
前灯,2.86,1,2.86
牵手,3.81,0.75,2.86
钎焊,2.86,1,2.86
鳍,3.81,0.75,2.86
歧管,2.86,1,2.86
朴实,2.86,1,2.86
颇为,3.81,0.75,2.86
品位,3.81,0.75,2.86
偏爱,2.86,1,2.86
难免,3.81,0.75,2.86
耐操,3.81,0.75,2.86
木纹,3.81,0.75,2.86
名副其实,3.81,0.75,2.86
敏锐,2.86,1,2.86
门把手,3.81,0.75,2.86
美感,2.86,1,2.86
落差,2.86,1,2.86
领略到,2.86,1,2.86
灵活性,3.81,0.75,2.86
亮色,2.86,1,2.86
俐落,2.86,1,2.86
老帅,2.86,1,2.86
阔绰,2.86,1,2.86
空气净化,3.81,0.75,2.86
空间布局,2.86,1,2.86
科技含量,3.81,0.75,2.86
开花,2.86,1,2.86
炯炯有神,2.86,1,2.86
静,2.86,1,2.86
精工,2.86,1,2.86
经久耐用,2.86,1,2.86
郊外,2.86,1,2.86
兼具,3.81,0.75,2.86
极高,3.81,0.75,2.86
或对,2.86,1,2.86
浑厚,2.86,1,2.86
徽标,3.81,0.75,2.86
黑底,2.86,1,2.86
过目难忘,2.86,1,2.86
过渡,2.86,1,2.86
广阔,2.86,1,2.86
固定装置,2.86,1,2.86
勾,2.86,1,2.86
工程学,3.81,0.75,2.86
高雅,2.86,1,2.86
高效率,2.86,1,2.86
刚度,3.81,0.75,2.86
干练,2.86,1,2.86
感应式,3.81,0.75,2.86
辐式,3.81,0.75,2.86
符合中国,2.86,1,2.86
服务态度,2.86,1,2.86
缝,2.86,1,2.86
分贝,3.81,0.75,2.86
放平,3.81,0.75,2.86
防夹,3.81,0.75,2.86
翻身仗,2.86,1,2.86
夺冠,2.86,1,2.86
趸,3.81,0.75,2.86
短小,2.86,1,2.86
独具,2.86,1,2.86
独到,3.81,0.75,2.86
动力学,2.86,1,2.86
点阵,3.81,0.75,2.86
底蕴,2.86,1,2.86
低谷,2.86,1,2.86
邓超,2.86,1,2.86
等速,2.86,1,2.86
的直,2.86,1,2.86
当今,3.81,0.75,2.86
大势所趋,2.86,1,2.86
打拼,2.86,1,2.86
垂直,3.81,0.75,2.86
持久,2.86,1,2.86
成年人,3.81,0.75,2.86
称赞,2.86,1,2.86
称道,2.86,1,2.86
车位,3.81,0.75,2.86
车舱,2.86,1,2.86
超广角,2.86,1,2.86
绰绰有余,2.86,1,2.86
产品品质,3.81,0.75,2.86
曾一度,2.86,1,2.86
璨,2.86,1,2.86
不衰,2.86,1,2.86
别具一格,2.86,1,2.86
边框,2.86,1,2.86
笔直,2.86,1,2.86
迸发,2.86,1,2.86
嘣,2.86,1,2.86
包覆,2.86,1,2.86
棒棒,2.86,1,2.86
摆放,3.81,0.75,2.86
澳大利亚,3.81,0.75,2.86
奥运健儿,3.81,0.75,2.86
安稳,3.81,0.75,2.86
Clever,2.86,1,2.86
?,2.86,1,2.86
车里,24.76,0.12,2.85
不够,9.52,0.3,2.84
有所,7.62,0.37,2.83
强势,6.67,0.42,2.83
经济,22.85,0.12,2.83
过来,7.62,0.37,2.83
到位,15.24,0.19,2.83
出自,6.67,0.42,2.83
做出,7.62,0.37,2.82
却,29.52,0.1,2.81
里面,33.33,0.08,2.81
老爸,7.62,0.37,2.81
儿子,7.62,0.37,2.81
要求,31.42,0.09,2.8
长达,4.76,0.59,2.79
越好,4.76,0.59,2.79
向来,4.76,0.59,2.79
下雨,4.76,0.59,2.79
柔软,4.76,0.59,2.79
日后,4.76,0.59,2.79
人车,4.76,0.59,2.79
年头,4.76,0.59,2.79
内在,4.76,0.59,2.79
可靠,17.14,0.16,2.79
开来,4.76,0.59,2.79
红绿灯,4.76,0.59,2.79
风挡,4.76,0.59,2.79
房车,4.76,0.59,2.79
动力性,4.76,0.59,2.79
菜,4.76,0.59,2.79
不怕,4.76,0.59,2.79
巴西,4.76,0.59,2.79
简直,15.24,0.18,2.78
既,12.38,0.22,2.78
自豪,5.71,0.48,2.77
同行,5.71,0.48,2.77
控,5.71,0.48,2.77
呵护,5.71,0.48,2.77
光源,5.71,0.48,2.77
该车,13.33,0.21,2.77
风景,5.71,0.48,2.77
反馈,5.71,0.48,2.77
得以,5.71,0.48,2.77
C级豪华,5.71,0.48,2.77
展厅,6.67,0.41,2.75
升级,39.04,0.07,2.75
人气,6.67,0.41,2.75
前进,6.67,0.41,2.75
后期,6.67,0.41,2.75
发现,38.09,0.07,2.75
首发,6.67,0.41,2.73
榜,10.47,0.26,2.73
新,208.53,0.01,2.72
公布,17.14,0.16,2.72
背,11.43,0.24,2.72
音乐,15.24,0.18,2.71
今年,55.23,0.05,2.71
空间设计,7.62,0.35,2.7
好车,7.62,0.35,2.7
便利性,7.62,0.35,2.7
注重,16.19,0.17,2.69
偏向,18.09,0.15,2.68
两侧,13.33,0.2,2.68
化,19.04,0.14,2.68
包裹,13.33,0.2,2.68
超,21.9,0.12,2.67
因为,76.18,0.03,2.66
旗舰,16.19,0.16,2.66
倒,28.57,0.09,2.66
属于,30.47,0.09,2.63
低调,15.24,0.17,2.63
市区,14.28,0.18,2.62
量,6.67,0.39,2.62
包围,6.67,0.39,2.62
圆形,5.71,0.46,2.61
欣赏,5.71,0.46,2.61
碳纤维,5.71,0.46,2.61
适中,5.71,0.46,2.61
趋势,5.71,0.46,2.61
来讲,5.71,0.46,2.61
行政,5.71,0.46,2.61
当前,5.71,0.46,2.61
带给,5.71,0.46,2.61
自然,34.28,0.08,2.6
带,53.32,0.05,2.59
成都,4.76,0.54,2.58
利用,6.67,0.39,2.57
灯光,14.28,0.18,2.56
尊贵,13.33,0.19,2.54
看,163.78,0.02,2.54
刚,35.23,0.07,2.53
以来,27.61,0.09,2.52
皮实,9.52,0.26,2.52
震动,4.76,0.53,2.51
愉悦,4.76,0.53,2.51
眼光,4.76,0.53,2.51
严苛,4.76,0.53,2.51
拓展,4.76,0.53,2.51
头顶,4.76,0.53,2.51
双边,4.76,0.53,2.51
暑假,4.76,0.53,2.51
绅士,4.76,0.53,2.51
三大,6.67,0.38,2.51
驱动,6.67,0.38,2.51
锂电池,4.76,0.53,2.51
家里人,4.76,0.53,2.51
很小,4.76,0.53,2.51
涵盖,4.76,0.53,2.51
轨迹,4.76,0.53,2.51
功能性,4.76,0.53,2.51
高温,4.76,0.53,2.51
发展,28.57,0.09,2.51
典范,4.76,0.53,2.51
颠覆,4.76,0.53,2.51
乘,4.76,0.53,2.51
超强,4.76,0.53,2.51
厂家,9.52,0.26,2.51
安全感,4.76,0.53,2.51
噪,5.71,0.44,2.5
手机,16.19,0.15,2.5
例如,6.67,0.38,2.5
即使,11.43,0.22,2.5
最快,5.71,0.44,2.49
随,5.71,0.44,2.49
灵感,5.71,0.44,2.49
换装,5.71,0.44,2.49
贡献,5.71,0.44,2.49
各类,5.71,0.44,2.49
处理,15.24,0.16,2.48
融入,13.33,0.19,2.47
努力,6.67,0.37,2.47
每个,13.33,0.19,2.47
标识,6.67,0.37,2.47
尾箱,10.47,0.24,2.46
说实话,11.43,0.22,2.46
经常,20.95,0.12,2.46
见,6.67,0.37,2.46
基因,10.47,0.24,2.46
换挡,26.66,0.09,2.45
因素,12.38,0.2,2.44
解决,3.81,0.64,2.44
推背,13.33,0.18,2.43
驱,39.04,0.06,2.43
稳,13.33,0.18,2.42
蛮,13.33,0.18,2.42
虽,12.38,0.19,2.4
行车,32.37,0.07,2.4
高大,12.38,0.19,2.4
出去,20,0.12,2.4
条件,5.71,0.42,2.39
全铝,5.71,0.42,2.39
呵呵,5.71,0.42,2.39
抖动,2.86,0.84,2.39
机油,4.76,0.5,2.38
电动车,4.76,0.5,2.38
钻石,3.81,0.62,2.37
整合,3.81,0.62,2.37
增多,3.81,0.62,2.37
杂志,3.81,0.62,2.37
尤为,3.81,0.62,2.37
拥,3.81,0.62,2.37
腰身,3.81,0.62,2.37
扬声器,3.81,0.62,2.37
验证,3.81,0.62,2.37
细小,3.81,0.62,2.37
系统对,3.81,0.62,2.37
替代,3.81,0.62,2.37
体,3.81,0.62,2.37
探测,3.81,0.62,2.37
少有,3.81,0.62,2.37
容积,11.43,0.21,2.37
任务,3.81,0.62,2.37
扰流板,3.81,0.62,2.37
牵引力,3.81,0.62,2.37
气派,3.81,0.62,2.37
配以,3.81,0.62,2.37
哪儿,3.81,0.62,2.37
棉,5.71,0.42,2.37
离不开,3.81,0.62,2.37
快感,3.81,0.62,2.37
看过,15.24,0.16,2.37
结实,3.81,0.62,2.37
降到,3.81,0.62,2.37
兼容,3.81,0.62,2.37
环绕,3.81,0.62,2.37
很显,3.81,0.62,2.37
果真,3.81,0.62,2.37
逛逛,3.81,0.62,2.37
高性价比,3.81,0.62,2.37
反观,3.81,0.62,2.37
额定功率,3.81,0.62,2.37
独家,3.81,0.62,2.37
灯罩,3.81,0.62,2.37
灯腔,3.81,0.62,2.37
德国大众,3.81,0.62,2.37
代名词,3.81,0.62,2.37
出品,3.81,0.62,2.37
出彩,5.71,0.42,2.37
产销,3.81,0.62,2.37
侧向,3.81,0.62,2.37
不但,11.43,0.21,2.37
霸主,3.81,0.62,2.37
灰尘,4.76,0.5,2.36
导致,3.81,0.62,2.36
吗,14.28,0.16,2.35
反正,19.04,0.12,2.35
挡,27.61,0.09,2.35
车队,5.71,0.41,2.35
长时间,8.57,0.27,2.34
日前,4.76,0.49,2.34
区域,15.24,0.15,2.33
平时,21.9,0.11,2.32
旋钮,4.76,0.48,2.31
蓄势待发,4.76,0.48,2.31
外型,4.76,0.48,2.31
收获,4.76,0.48,2.31
柔和,4.76,0.48,2.31
前格,4.76,0.48,2.31
气势,4.76,0.48,2.31
率,13.33,0.17,2.31
离,11.43,0.2,2.31
可爱,4.76,0.48,2.31
价格便宜,4.76,0.48,2.31
好处,4.76,0.48,2.31
哈哈哈,4.76,0.48,2.31
防,4.76,0.48,2.31
范儿,4.76,0.48,2.31
动作,4.76,0.48,2.31
成人,4.76,0.48,2.31
不容,4.76,0.48,2.31
不凡,4.76,0.48,2.31
部分,20,0.12,2.3
夜晚,11.43,0.2,2.29
系车,35.23,0.07,2.29
我家,12.38,0.19,2.29
有望,4.76,0.48,2.28
未来,17.14,0.13,2.27
结构,15.24,0.15,2.27
出风口,16.19,0.14,2.27
爱车,15.24,0.15,2.27
不足,10.47,0.22,2.26
不算,13.33,0.17,2.26
体系,5.71,0.39,2.25
区,5.71,0.39,2.25
清楚,5.71,0.39,2.25
价钱,5.71,0.39,2.25
大奖,5.71,0.39,2.25
差点,5.71,0.39,2.25
期待,20.95,0.11,2.24
毛病,9.52,0.24,2.24
进去,19.04,0.12,2.24
总之,10.47,0.21,2.23
应对,9.52,0.23,2.23
输出,25.71,0.09,2.23
加热,18.09,0.12,2.23
相似,5.71,0.39,2.22
现车,15.24,0.15,2.22
带有,17.14,0.13,2.22
盲区,7.62,0.29,2.21
溜,7.62,0.29,2.21
后方,7.62,0.29,2.21
故障率,3.81,0.58,2.21
人士,5.71,0.39,2.2
频道,5.71,0.39,2.2
仅仅,5.71,0.39,2.2
成员,5.71,0.39,2.2
才,59.04,0.04,2.2
全国,5.71,0.38,2.19
插,4.76,0.46,2.19
证明,13.33,0.16,2.18
显,13.33,0.16,2.18
情况,39.04,0.06,2.18
故障,2.86,0.76,2.18
反应,12.38,0.18,2.18
迎来,13.33,0.16,2.17
意味着,5.71,0.38,2.17
随动,6.67,0.33,2.17
如,30.47,0.07,2.17
旅游,5.71,0.38,2.17
轮圈,5.71,0.38,2.17
力量,5.71,0.38,2.17
宽体,5.71,0.38,2.17
速,22.85,0.09,2.16
缺陷,2.86,0.76,2.16
持续,14.28,0.15,2.16
坐垫,4.76,0.45,2.15
自行车,5.71,0.38,2.15
再说,4.76,0.45,2.15
信任,4.76,0.45,2.15
小孩,4.76,0.45,2.15
亲民,4.76,0.45,2.15
里,74.27,0.03,2.15
驾照,4.76,0.45,2.15
工况,4.76,0.45,2.15
风范,4.76,0.45,2.15
夺得,4.76,0.45,2.15
扁,4.76,0.45,2.15
爆棚,4.76,0.45,2.15
齐全,5.71,0.38,2.14
机械,5.71,0.38,2.14
发布会,5.71,0.38,2.14
到来,5.71,0.38,2.14
担心,13.33,0.16,2.14
车友们,5.71,0.38,2.14
这个,145.69,0.01,2.13
早已,5.71,0.37,2.13
硬派,5.71,0.37,2.13
为什么,12.38,0.17,2.13
一辆车,5.71,0.37,2.12
同步,5.71,0.37,2.12
电池,5.71,0.37,2.12
直列,5.71,0.37,2.11
照,5.71,0.37,2.11
见到,5.71,0.37,2.11
帮,5.71,0.37,2.11
均,42.85,0.05,2.1
支持,20.95,0.1,2.09
媳妇,13.33,0.16,2.09
尾门,11.43,0.18,2.09
分享,3.81,0.55,2.09
台,14.28,0.15,2.08
肉,7.62,0.27,2.07
爬坡,8.57,0.24,2.07
过程,22.85,0.09,2.07
钟爱,3.81,0.54,2.06
直线,3.81,0.54,2.06
早在,3.81,0.54,2.06
与时俱进,3.81,0.54,2.06
引发,3.81,0.54,2.06
选中,3.81,0.54,2.06
无忧,3.81,0.54,2.06
停车位,3.81,0.54,2.06
所需,3.81,0.54,2.06
随时,3.81,0.54,2.06
上榜,3.81,0.54,2.06
热爱,3.81,0.54,2.06
全面,26.66,0.08,2.06
前十名,3.81,0.54,2.06
其内,3.81,0.54,2.06
平,3.81,0.54,2.06
排行,3.81,0.54,2.06
六边形,3.81,0.54,2.06
蓝牙,6.67,0.31,2.06
开阔,3.81,0.54,2.06
精心,3.81,0.54,2.06
划算,3.81,0.54,2.06
花粉,3.81,0.54,2.06
横幅,3.81,0.54,2.06
高出,3.81,0.54,2.06
钢,3.81,0.54,2.06
防止,3.81,0.54,2.06
多达,3.81,0.54,2.06
产量,3.81,0.54,2.06
棒,3.81,0.54,2.06
任何,27.61,0.07,2.05
形容,10.47,0.19,2.04
吸,4.76,0.43,2.04
前麦弗逊,4.76,0.43,2.04
美式,4.76,0.43,2.04
开创,4.76,0.43,2.04
俱乐部,4.76,0.43,2.04
惊人,4.76,0.43,2.04
仅,25.71,0.08,2.04
触控,4.76,0.43,2.04
车窗,10.47,0.19,2.04
无疑,19.04,0.11,2.03
之所以,11.43,0.18,2.02
熄火,2.86,0.71,2.02
考虑,48.56,0.04,2.02
钢材,8.57,0.24,2.02
大面积,8.57,0.24,2.02
不用说,8.57,0.24,2.02
选,31.42,0.06,2.01
美观,6.67,0.3,2.01
尺寸,48.56,0.04,2.01
最少,2.86,0.7,2
紫外线,2.86,0.7,2
中排,2.86,0.7,2
真不错,2.86,0.7,2
渣,2.86,0.7,2
杂物,2.86,0.7,2
雨刷,2.86,0.7,2
有史以来,2.86,0.7,2
油温,2.86,0.7,2
优良,2.86,0.7,2
应有,2.86,0.7,2
一体化,2.86,0.7,2
沿,2.86,0.7,2
哑光,2.86,0.7,2
虚荣心,2.86,0.7,2
新意,2.86,0.7,2
新鲜感,2.86,0.7,2
小面,2.86,0.7,2
想买,2.86,0.7,2
相间,2.86,0.7,2
先驱,2.86,0.7,2
席位,2.86,0.7,2
吸收,2.86,0.7,2
务实,2.86,0.7,2
同年,2.86,0.7,2
锁扣,2.86,0.7,2
随心,2.86,0.7,2
算得,2.86,0.7,2
首创,2.86,0.7,2
适当,2.86,0.7,2
视听享受,2.86,0.7,2
使用寿命,2.86,0.7,2
深耕,2.86,0.7,2
三辐式,2.86,0.7,2
容纳,2.86,0.7,2
取得成功,2.86,0.7,2
情有独钟,2.86,0.7,2
情商,2.86,0.7,2
骑行,2.86,0.7,2
七速,2.86,0.7,2
评选,2.86,0.7,2
炮筒,2.86,0.7,2
欧式,2.86,0.7,2
内置,2.86,0.7,2
那会儿,2.86,0.7,2
名次,2.86,0.7,2
轮距,2.86,0.7,2
灵巧,2.86,0.7,2
棱角,2.86,0.7,2
拉货,2.86,0.7,2
宽广,2.86,0.7,2
快报,2.86,0.7,2
可比,2.86,0.7,2
考量,2.86,0.7,2
看做,2.86,0.7,2
开了,2.86,0.7,2
开放,2.86,0.7,2
绝对优势,2.86,0.7,2
尽情,2.86,0.7,2
锦标赛,2.86,0.7,2
郊游,2.86,0.7,2
件物品,2.86,0.7,2
驾,33.33,0.06,2
家庭成员,2.86,0.7,2
佳绩,2.86,0.7,2
缓解,2.86,0.7,2
呼吸,2.86,0.7,2
很强,2.86,0.7,2
好用,2.86,0.7,2
撼动,2.86,0.7,2
光导,2.86,0.7,2
功力,2.86,0.7,2
公认,2.86,0.7,2
更进一步,2.86,0.7,2
更佳,2.86,0.7,2
更何况,2.86,0.7,2
格式,2.86,0.7,2
戈壁,2.86,0.7,2
钢琴,2.86,0.7,2
感叹,2.86,0.7,2
非常灵活,2.86,0.7,2
翻折,2.86,0.7,2
多变,2.86,0.7,2
陡坡,2.86,0.7,2
地步,2.86,0.7,2
丹麦,2.86,0.7,2
璀璨,2.86,0.7,2
出头,2.86,0.7,2
称得上,2.86,0.7,2
沉,2.86,0.7,2
超宽,2.86,0.7,2
常常,2.86,0.7,2
不易,2.86,0.7,2
不言而喻,2.86,0.7,2
不断创新,2.86,0.7,2
摒弃,2.86,0.7,2
并存,2.86,0.7,2
表现出色,2.86,0.7,2
变革,2.86,0.7,2
傲视,2.86,0.7,2
安全系数,2.86,0.7,2
国庆,2.86,0.7,1.99
厉害,4.76,0.41,1.98
价位,28.57,0.07,1.98
换,11.43,0.17,1.98
关闭,10.47,0.19,1.98
东西,29.52,0.07,1.98
本来,16.19,0.12,1.98
助力,16.19,0.12,1.97
造成,8.57,0.23,1.97
样子,12.38,0.16,1.97
可靠性,13.33,0.15,1.96
交,12.38,0.16,1.96
阵营,4.76,0.41,1.95
远远,4.76,0.41,1.95
协会,4.76,0.41,1.95
小钢炮,4.76,0.41,1.95
下方,4.76,0.41,1.95
细分,14.28,0.14,1.95
问世,4.76,0.41,1.95
完善,4.76,0.41,1.95
顺利,4.76,0.41,1.95
热门,4.76,0.41,1.95
排,4.76,0.41,1.95
巴黎,3.81,0.51,1.95
巡航,12.38,0.16,1.94
小毛病,4.76,0.41,1.94
内侧,6.67,0.29,1.94
那种,18.09,0.11,1.94
速度,27.61,0.07,1.93
拉,20.95,0.09,1.93
所以,95.22,0.02,1.92
放,29.52,0.06,1.92
状态,19.04,0.1,1.91
每次,12.38,0.15,1.91
车门,16.19,0.12,1.91
保,3.81,0.5,1.91
坐过,1.9,1,1.9
最深,1.9,1,1.9
最让人,1.9,1,1.9
最大化,1.9,1,1.9
阻,1.9,1,1.9
走走停停,1.9,1,1.9
走南闯北,1.9,1,1.9
卓有成效,1.9,1,1.9
装载,1.9,1,1.9
助,1.9,1,1.9
主模型,1.9,1,1.9
重装,1.9,1,1.9
终将,1.9,1,1.9
忠诚度,1.9,1,1.9
中华车,1.9,1,1.9
智感,1.9,1,1.9
质量标准,1.9,1,1.9
制胜,1.9,1,1.9
制冷,2.86,0.66,1.9
制霸,1.9,1,1.9
正副,1.9,1,1.9
震撼力,1.9,1,1.9
这时候,1.9,1,1.9
折线,1.9,1,1.9
照地,1.9,1,1.9
招商,1.9,1,1.9
长盛不衰,1.9,1,1.9
战胜,1.9,1,1.9
占有量,1.9,1,1.9
