word	pos_tf	neg_tf	idf	bdc	pos_tf_idf	neg_tf_idf	pos_tf_bdc	neg_tf_bdc
持	0.95	4.16	3.72	0.20	3.54	15.44	0.19	0.81
速	22.85	87.29	2.28	0.09	52.10	198.98	2.16	8.23
弧形	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
装得	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
居高临下	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
讨喜	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
类型	6.67	0.00	3.17	0.46	21.14	0.00	3.07	0.00
专业技能	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
正中	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
活着	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
持续增长	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
無	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
detail	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
在位	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
极富	2.86	0.00	3.62	0.56	10.34	0.00	1.61	0.00
属于	30.47	16.63	2.44	0.09	74.41	40.60	2.63	1.44
intelligentwide	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
返	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
和龙	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
过分	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
太庙	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
特供	0.00	0.00	3.62	1.00	0.00	0.00	0.00	0.00
灯具	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
布控	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
隐隐	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
好日子	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
两样	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
陈沪平	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
相识	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
闲置	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
认可度	3.81	0.00	3.62	0.75	13.78	0.00	2.86	0.00
赃款	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
工程模式	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
电视广告	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
Syenit	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
别树一帜	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
链条	0.95	0.00	3.72	0.37	3.54	0.00	0.35	0.00
围观	0.95	0.00	3.28	0.51	3.12	0.00	0.49	0.00
管材	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
iPerformance	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
tdsg	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
day5	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
市中心	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
想换	1.90	0.00	3.54	0.39	6.74	0.00	0.73	0.00
高涨	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
S3	3.81	0.00	3.54	0.54	13.48	0.00	2.06	0.00
原意	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
感兴趣	1.90	0.00	3.04	0.48	5.79	0.00	0.92	0.00
水汽	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
向往	0.95	0.00	3.62	0.38	3.45	0.00	0.36	0.00
江北	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
iv	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
年青	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
喜讯	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
不可开交	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
里程表	0.00	8.31	4.02	0.82	0.00	33.39	0.00	6.78
再续	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
后备	15.24	0.00	2.97	0.54	45.32	0.00	8.24	0.00
回弹力	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
省字	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
睿龙	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
储备	1.90	4.16	3.62	0.13	6.89	15.04	0.25	0.56
注册	0.00	4.16	3.72	0.49	0.00	15.44	0.00	2.05
过去	14.28	12.47	2.69	0.03	38.48	33.59	0.47	0.41
viewthread	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
中短途	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
蓝池	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
金融公司	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
大巴车	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
大黄蜂	0.00	0.00	3.72	1.00	0.00	0.00	0.00	0.00
阀	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
地毯	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
中线	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
驾期	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
小姨	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
打响	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
中队	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
保险公司	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
勤勤恳恳	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
齿	0.95	8.31	3.72	0.40	3.54	30.88	0.38	3.32
pd	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
深圳证券交易所	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
无辜	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
魔咒	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
弗林	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
堵望	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
学霸	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
发掘	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
系列报道	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
工况	4.76	0.00	3.28	0.45	15.60	0.00	2.15	0.00
衰弱	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
志同道合	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
守护神	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
新生力量	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
泥	0.95	0.00	3.84	0.40	3.66	0.00	0.38	0.00
接替	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
巴西	4.76	0.00	3.47	0.59	16.53	0.00	2.79	0.00
私家	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
CE2067	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
收放	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
基地	2.86	0.00	3.17	0.37	9.06	0.00	1.07	0.00
发声器	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
缝制	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
众将	1.90	0.00	3.28	0.39	6.24	0.00	0.74	0.00
浪费时间	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
群山	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
pinto	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
比	1.90	0.00	3.54	0.39	6.74	0.00	0.73	0.00
说日系好	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
昇	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
倾要	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
逗逼	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
调查	0.00	20.78	3.28	0.64	0.00	68.08	0.00	13.40
以是	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
红包	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
徐威	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
丶	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
怀疑	3.81	20.78	3.14	0.30	11.96	65.28	1.14	6.21
只身一人	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
抒发	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
hybrid	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
h6coupe	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
当易	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
国产轿车	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
当日	0.95	4.16	3.54	0.11	3.37	14.71	0.11	0.46
称心	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
短板	0.95	4.16	4.02	0.50	3.82	16.69	0.47	2.06
档位	6.67	0.00	3.24	0.51	21.58	0.00	3.43	0.00
慢	1.90	33.25	3.04	0.47	5.79	101.03	0.89	15.54
苏联	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
动力	328.51	187.04	1.49	0.10	488.75	278.27	32.01	18.23
气温	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
常熟	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
逛	2.86	4.16	3.24	0.00	9.25	13.46	0.01	0.02
束缚	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
社会	2.86	0.00	3.14	0.39	8.97	0.00	1.10	0.00
抗震	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
解释权	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
瘫软	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
合肥	0.00	0.00	3.32	1.00	0.00	0.00	0.00	0.00
伟巴	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
尚格	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
抓力	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
爆品	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
内在	4.76	0.00	3.41	0.59	16.25	0.00	2.79	0.00
简便	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
事不宜迟	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
品味	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
分手	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
节	0.95	0.00	3.72	0.37	3.54	0.00	0.35	0.00
提亮	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
地上	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
坠向	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
理性	2.86	0.00	3.47	0.44	9.92	0.00	1.24	0.00
烟台	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
里面	33.33	24.94	2.45	0.08	81.78	61.19	2.81	2.10
小强	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
计划	10.47	8.31	2.47	0.10	25.89	20.55	1.04	0.82
今晚	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
形	8.57	0.00	3.36	0.77	28.82	0.00	6.59	0.00
道歉	0.00	4.16	4.02	0.71	0.00	16.69	0.00	2.94
大手笔	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
辽阳	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
贪腐	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
禁止	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
躲去	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
讽刺	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
难道	2.86	16.63	3.04	0.18	8.68	50.51	0.51	2.99
开源节流	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
梦寐以求	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
常常	2.86	0.00	3.72	0.70	10.61	0.00	2.00	0.00
层次感	5.71	0.00	3.47	0.81	19.84	0.00	4.63	0.00
首屈一指	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
内柔	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
不快	0.00	4.16	3.72	0.49	0.00	15.44	0.00	2.05
极具	12.38	0.00	2.97	0.56	36.82	0.00	6.90	0.00
小铺	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
出门在外	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
H7	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
件物品	2.86	0.00	3.72	0.70	10.61	0.00	2.00	0.00
威圣	1.90	0.00	4.32	1.00	8.22	0.00	1.90	0.00
体重	5.71	0.00	3.36	0.56	19.21	0.00	3.23	0.00
白布	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
让利	0.00	0.00	3.72	1.00	0.00	0.00	0.00	0.00
直哭	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
类似	7.62	33.25	2.66	0.12	20.29	88.58	0.92	4.01
加不上	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
博祺	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
为先	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
得空	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
老乡	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
个别	0.95	4.16	3.84	0.29	3.66	15.96	0.28	1.20
单呢	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
中连	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
老同事	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
总会	0.00	4.16	4.02	0.71	0.00	16.69	0.00	2.94
手创	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
城内	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
行业龙头	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
胖胖的	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
马云	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
也许	7.62	16.63	2.87	0.05	21.86	47.71	0.35	0.76
认出	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
政府部门	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
B	30.47	8.31	2.54	0.20	77.36	21.11	6.09	1.66
巨能	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
乘客	27.61	8.31	2.72	0.32	74.97	22.57	8.73	2.63
补充	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
挺大	3.81	8.31	3.36	0.17	12.81	27.95	0.65	1.41
兜兜风	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
再少	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
自动车	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
东北角	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
换取	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
主动	12.38	0.00	2.80	0.40	34.64	0.00	4.92	0.00
田家	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
暖	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
有	531.33	702.44	1.12	0.02	595.86	787.76	8.36	11.05
gps	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
装进	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
求索	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
请求	0.00	8.31	3.62	0.63	0.00	30.08	0.00	5.24
答谢	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
面板	6.67	8.31	3.06	0.03	20.41	25.45	0.20	0.24
买不起	0.95	0.00	3.72	0.37	3.54	0.00	0.35	0.00
额度	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
压	0.00	4.16	3.41	0.38	0.00	14.19	0.00	1.57
家用	52.37	20.78	2.35	0.21	123.24	48.91	10.76	4.27
存储	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
日间	18.09	8.31	2.79	0.16	50.40	23.16	2.98	1.37
卡特彼勒	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
转身	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
吓白	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
鸣笛	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
young	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
尚且	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
不明	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
rtouch	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
载	0.95	0.00	3.72	0.37	3.54	0.00	0.35	0.00
料	0.95	0.00	3.72	0.37	3.54	0.00	0.35	0.00
依赖于	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
工具	4.76	12.47	3.02	0.06	14.36	37.61	0.29	0.76
愈	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
初段	0.95	0.00	3.62	0.38	3.45	0.00	0.36	0.00
gb	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
李老师	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
何	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
慰问	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
帕加尼	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
初在	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
小提示	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
挤挤	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
机场	0.95	0.00	3.72	0.38	3.54	0.00	0.36	0.00
灯红酒绿	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
的的确确	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
写给	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
留给	0.95	0.00	4.02	0.39	3.82	0.00	0.37	0.00
搞笑	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
白	9.52	8.31	2.89	0.02	27.48	23.99	0.19	0.17
乐哥	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
家轿	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
水枪	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
尽览	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
重是	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
沸点	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
儿	2.86	4.16	3.28	0.01	9.36	13.62	0.02	0.03
版图	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
百看不厌	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
个体户	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
首度	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
助攻	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
受益	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
迟	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
猛	0.95	8.31	3.54	0.34	3.37	29.42	0.32	2.82
头文字	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
口袋书	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
曾经	13.33	8.31	2.68	0.05	35.77	22.31	0.63	0.39
要酷	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
精明	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
狮眼	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
感性	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
储物量	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
炮制	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
巨擘	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
智者	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
扩能	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
插	4.76	0.00	2.72	0.46	12.93	0.00	2.19	0.00
丹徒	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
小女子	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
勒索	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
自愧不如	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
toyotadclf	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
撞墙	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
突突	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
腾格里沙漠	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
缺少	3.81	12.47	3.14	0.12	11.96	39.17	0.48	1.56
坏事	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
st	0.00	0.00	3.62	1.00	0.00	0.00	0.00	0.00
NovoConcept	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
同学	6.67	4.16	2.99	0.05	19.96	12.45	0.33	0.21
滨海	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
周全	5.71	0.00	3.41	0.70	19.50	0.00	4.00	0.00
车站	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
accon	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
邹城	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
摇身一变	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
呼声	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
独立	53.32	12.47	2.39	0.28	127.32	29.77	14.95	3.50
回购	0.95	4.16	4.02	0.50	3.82	16.69	0.47	2.06
出战	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
不便	1.90	4.16	3.84	0.39	7.31	15.96	0.74	1.63
W	10.47	37.41	3.02	0.26	31.59	112.82	2.74	9.78
锻炼身体	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
family	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
双涡轮	0.00	0.00	3.41	1.00	0.00	0.00	0.00	0.00
方正	5.71	0.00	3.36	0.62	19.21	0.00	3.56	0.00
先去	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
幸运者	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
↘	5.71	0.00	4.02	0.62	22.94	0.00	3.56	0.00
套装	1.90	0.00	3.32	0.38	6.32	0.00	0.72	0.00
云集	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
跑范	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
NEW	0.95	0.00	3.54	0.40	3.37	0.00	0.38	0.00
酣畅淋漓	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
高轩	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
d50	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
抹车	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
争光	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
即可	12.38	0.00	2.77	0.39	34.33	0.00	4.78	0.00
奔跑	2.86	0.00	3.54	0.48	10.11	0.00	1.38	0.00
讲道理	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
打到	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
永不	0.95	0.00	3.84	0.37	3.66	0.00	0.35	0.00
傲人	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
破灭	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
进城	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
倒不如	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
小一	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
协调	6.67	8.31	3.14	0.10	20.94	26.11	0.65	0.81
加大	7.62	4.16	3.28	0.24	24.95	13.62	1.85	1.01
范儿	4.76	0.00	3.32	0.48	15.79	0.00	2.31	0.00
fsl	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
双肾	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
漂亮	41.90	12.47	2.52	0.33	105.49	31.39	13.72	4.08
活脱脱	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
罗密欧	0.00	0.00	3.62	1.00	0.00	0.00	0.00	0.00
体育赛事	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
索取	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
max	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
开始	52.37	87.29	1.97	0.00	103.11	171.85	0.21	0.35
马路边	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
喔	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
促	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
企图	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
给毁	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
试谍	0.00	0.00	3.62	1.00	0.00	0.00	0.00	0.00
电脑板	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
GX400	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
炙手可热	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
E38	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
木圈	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
佛伦	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
探索	1.90	0.00	3.36	0.38	6.40	0.00	0.72	0.00
照进	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
收	2.86	8.31	2.90	0.06	8.29	24.12	0.18	0.51
必行	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
给换	0.00	4.16	3.84	0.57	0.00	15.96	0.00	2.38
张怡宁	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
自虐	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
AS5174	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
珍藏	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
bj2020	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
人事	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
品牌效应	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
能装	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
拨档	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
购置税	2.86	8.31	2.96	0.04	8.44	24.57	0.12	0.36
怒火	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
条目	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
玉树临风	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
销声匿迹	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
没开	4.76	4.16	3.36	0.14	16.01	13.98	0.68	0.59
太弱	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
拿不定	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
实车	9.52	4.16	2.99	0.14	28.52	12.45	1.34	0.59
奥斯卡	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
西	0.00	0.00	3.62	1.00	0.00	0.00	0.00	0.00
gdi	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
